,SK_ID_CURR,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_ANOM,NAME_FAMILY_STATUS,CODE_GENDER,FONDKAPREMONT_MODE,NAME_TYPE_SUITE,OCCUPATION_TYPE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,HOUSETYPE_MODE,WEEKDAY_APPR_PROCESS_START,WALLSMATERIAL_MODE,NAME_INCOME_TYPE,ORGANIZATION_TYPE
120,123606,0,1,1,0,247500,104256,12370,90000,0,-11763,-416,-3377,-3377,7,1,1,1,1,1,0,1,1,1,17,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Single / not married,M,reg oper spec account,Unaccompanied,Accountants,Incomplete higher,House / apartment,block of flats,FRIDAY,Panel,Working,Transport: type 4
121,372239,0,1,1,0,225000,252000,20038,252000,0,-10543,-1124,-2469,-678,15,1,1,0,1,0,0,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Married,M,not specified,Unaccompanied,High skill tech staff,Secondary / secondary special,House / apartment,block of flats,TUESDAY,Block,Working,Other
122,456170,0,1,1,0,157500,500490,48888,450000,0,-21780,-1648,-10745,-5249,12,1,0,0,1,1,0,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Single / not married,F,reg oper account,Children,Accountants,Secondary / secondary special,House / apartment,block of flats,WEDNESDAY,Panel,Pensioner,XNA
123,264001,0,0,1,1,67500,57339,6934,49500,0,-13733,-2297,-3084,-4454,9,1,1,0,1,0,1,3,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Married,F,reg oper account,Children,Accountants,Secondary / secondary special,House / apartment,block of flats,MONDAY,Panel,Working,Business Entity Type 3
124,249398,0,0,1,1,112500,135000,16150,135000,0,-9325,-1519,-2821,-466,9,1,1,0,1,0,0,3,2,2,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Married,F,not specified,Unaccompanied,Laborers,Secondary / secondary special,House / apartment,block of flats,FRIDAY,Block,Working,Business Entity Type 3
125,144784,0,0,1,0,225000,978628,53217,859500,0,-13805,-252,-2729,-4760,9,1,1,0,1,1,0,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Single / not married,M,reg oper account,Unaccompanied,Laborers,Secondary / secondary special,House / apartment,block of flats,WEDNESDAY,Panel,Commercial associate,Business Entity Type 2
126,125158,0,0,1,0,360000,594121,32359,472500,0,-20517,-1711,-264,-1084,9,1,1,0,1,0,1,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Married,F,not specified,Unaccompanied,Laborers,Secondary / secondary special,House / apartment,block of flats,MONDAY,"Stone, brick",Working,Other
127,313501,0,0,1,0,112500,459000,16614,459000,0,-19057,-411,-5492,-2590,9,1,1,0,1,0,0,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Married,F,reg oper account,Unaccompanied,Accountants,Higher education,With parents,block of flats,TUESDAY,Panel,State servant,Military
128,311108,0,0,0,0,90000,326664,13608,234000,0,-18891,-3228,-3611,-2429,9,1,1,0,1,0,0,2,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Married,F,not specified,Unaccompanied,Accountants,Higher education,House / apartment,block of flats,WEDNESDAY,"Stone, brick",Commercial associate,Business Entity Type 3
129,281362,1,0,1,0,225000,247500,12375,247500,0,-21378,-429,-2390,-4933,9,1,1,0,0,0,0,1,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Separated,F,not specified,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,MONDAY,"Stone, brick",Commercial associate,Business Entity Type 3
130,386831,0,1,1,0,202500,1347750,43474,1125000,0,-22683,-6475,-7508,-66,18,1,1,1,1,0,0,2,2,2,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,Married,M,not specified,Unaccompanied,Laborers,Secondary / secondary special,House / apartment,block of flats,MONDAY,Block,Commercial associate,Emergency
131,262520,0,1,0,0,180000,285264,29358,252000,0,-21669,-1648,-1935,-4838,16,1,0,0,1,0,0,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Civil marriage,F,reg oper account,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,THURSDAY,Block,Pensioner,XNA
132,175737,0,0,0,0,252000,248760,29650,225000,0,-11025,-3094,-5279,-1918,9,1,1,1,1,0,0,1,1,1,20,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Separated,F,not specified,Unaccompanied,Managers,Higher education,House / apartment,block of flats,THURSDAY,Block,Commercial associate,Telecom
133,341324,0,0,0,0,135000,360000,15133,360000,0,-20077,-1648,-10118,-3403,9,1,0,0,1,1,0,2,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-2552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Married,F,not specified,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,THURSDAY,Panel,Pensioner,XNA
134,241903,0,1,1,0,135000,1572750,48946,1350000,0,-21324,-1648,-9566,-4852,2,1,0,0,1,0,0,2,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,Married,M,reg oper spec account,Family,Accountants,Higher education,House / apartment,block of flats,SATURDAY,Panel,Pensioner,XNA
135,227649,0,0,0,0,157500,622413,31779,495000,0,-13232,-1695,-8011,-3000,9,1,1,1,1,0,0,2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,Married,F,reg oper account,Unaccompanied,Sales staff,Secondary / secondary special,House / apartment,block of flats,TUESDAY,Panel,Working,Self-employed
136,455021,0,0,1,0,112500,45000,4450,45000,0,-19667,-4147,-4807,-3119,9,1,1,1,1,1,0,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Married,F,reg oper spec account,Unaccompanied,Sales staff,Higher education,House / apartment,block of flats,WEDNESDAY,Block,Working,Self-employed
137,358824,0,0,1,0,157500,278460,24030,225000,0,-22246,-1648,-11177,-5438,9,1,0,0,1,0,0,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Separated,F,reg oper spec account,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,WEDNESDAY,Panel,Pensioner,XNA
138,407645,0,0,0,1,54000,341280,24831,270000,0,-15494,-2036,-317,-4561,9,1,1,0,1,1,0,3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Married,F,reg oper account,Unaccompanied,Cleaning staff,Secondary / secondary special,House / apartment,block of flats,FRIDAY,Wooden,Working,Industry: type 3
139,118960,0,0,1,0,180000,417708,30523,369000,0,-19443,-3422,-9654,-2731,9,1,1,0,1,0,0,2,2,2,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Married,F,not specified,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,SATURDAY,Block,Working,Business Entity Type 3
140,231867,0,1,0,0,225000,479700,57060,450000,0,-10882,-2616,-5169,-3481,11,1,1,0,1,0,0,2,3,3,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,-2453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Married,M,not specified,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,SUNDAY,Block,Working,Business Entity Type 3
141,217510,0,1,1,0,315000,876816,47695,720000,0,-17284,-461,-3123,-658,26,1,1,0,1,1,0,2,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Married,F,reg oper account,Unaccompanied,Core staff,Higher education,House / apartment,block of flats,FRIDAY,Panel,State servant,Medicine
142,364411,0,1,1,1,225000,848745,46044,675000,0,-10155,-2097,-471,-2804,7,1,1,0,1,0,0,3,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,-775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Married,M,not specified,Unaccompanied,Low-skill Laborers,Secondary / secondary special,House / apartment,block of flats,SATURDAY,Block,Commercial associate,Business Entity Type 3
143,285665,0,0,1,1,112500,1350000,43681,1350000,0,-14088,-4153,-119,-4275,9,1,1,0,1,0,0,3,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Married,F,not specified,Unaccompanied,Managers,Secondary / secondary special,House / apartment,block of flats,TUESDAY,Block,Working,Business Entity Type 3
144,356816,0,1,1,0,225000,627390,40225,535500,0,-16512,-2950,-6180,-54,17,1,1,1,1,1,1,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,-282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,Married,M,org spec account,Unaccompanied,Laborers,Secondary / secondary special,House / apartment,block of flats,MONDAY,"Stone, brick",State servant,Military
145,364837,0,1,0,0,261000,630000,32166,630000,0,-10916,-1251,-1128,-3400,7,1,1,0,1,1,0,2,2,2,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Married,M,not specified,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,WEDNESDAY,Block,Working,Business Entity Type 3
146,226416,0,0,0,0,225000,1132110,36648,945000,0,-13684,-4582,-7613,-4683,9,1,1,0,1,0,0,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Married,F,not specified,Family,Core staff,Higher education,House / apartment,block of flats,TUESDAY,Block,Working,Other
147,225990,0,1,0,0,202500,454500,44275,454500,0,-19483,-2718,-2512,-2683,7,1,1,1,1,1,0,2,2,2,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,Married,M,not specified,Unaccompanied,Security staff,Secondary / secondary special,House / apartment,block of flats,WEDNESDAY,Block,Commercial associate,Medicine
148,414640,0,1,0,0,144000,117000,12415,117000,0,-14131,-2055,-5878,-4465,15,1,1,0,1,0,0,2,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Married,M,not specified,Unaccompanied,Drivers,Secondary / secondary special,House / apartment,block of flats,MONDAY,Block,Working,Business Entity Type 3
149,282292,0,1,0,0,157500,450000,24412,450000,0,-11375,-1797,-718,-3989,11,1,1,0,1,0,0,2,2,2,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Married,F,not specified,Unaccompanied,Accountants,Incomplete higher,House / apartment,block of flats,WEDNESDAY,"Stone, brick",Commercial associate,Business Entity Type 3
150,451379,0,0,0,0,315000,481176,24696,360000,0,-18934,-1067,-3240,-2482,9,1,1,1,1,1,0,2,2,2,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Civil marriage,M,not specified,Unaccompanied,Laborers,Secondary / secondary special,House / apartment,block of flats,THURSDAY,Block,Working,Business Entity Type 3
151,107683,0,0,1,0,112500,238500,14719,238500,0,-13550,-1648,-6841,-554,9,1,0,0,1,0,0,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,Married,M,reg oper account,Family,Accountants,Secondary / secondary special,House / apartment,block of flats,THURSDAY,"Stone, brick",Pensioner,XNA
152,266465,0,0,0,0,108000,57339,6484,49500,0,-14427,-1953,-3320,-3037,9,1,1,1,1,1,1,1,2,2,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Single / not married,F,not specified,Unaccompanied,Laborers,Secondary / secondary special,House / apartment,terraced house,SATURDAY,Wooden,Working,Self-employed
153,359261,0,0,1,0,108000,319500,16443,319500,0,-20943,-4094,-1167,-2030,9,1,1,0,1,0,0,1,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,Single / not married,M,not specified,Unaccompanied,Low-skill Laborers,Secondary / secondary special,House / apartment,block of flats,WEDNESDAY,"Stone, brick",Working,Trade: type 7
154,126817,0,0,1,0,180000,450000,25258,450000,0,-24516,-1648,-2061,-2084,9,1,0,0,1,0,0,1,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Separated,F,not specified,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,MONDAY,Block,Pensioner,XNA
155,409537,0,0,1,0,90000,311877,15133,252000,0,-22015,-1648,-211,-4621,9,1,0,0,1,0,0,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Married,F,reg oper spec account,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,THURSDAY,Panel,Pensioner,XNA
156,270390,0,0,1,0,54000,178213,13455,144000,0,-17172,-147,-538,-707,9,1,1,0,1,0,0,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Married,F,not specified,Unaccompanied,Core staff,Secondary / secondary special,House / apartment,block of flats,THURSDAY,Block,Working,Medicine
157,282974,0,1,1,0,225000,135000,16020,135000,0,-14344,-963,-1680,-4957,7,1,1,1,1,0,0,2,2,2,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,-298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Married,M,not specified,Unaccompanied,Accountants,Higher education,House / apartment,block of flats,THURSDAY,Block,Working,Industry: type 11
158,411819,0,0,1,1,135000,269982,27792,238500,0,-16789,-279,-4114,-237,9,1,1,0,1,0,0,2,2,2,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Separated,F,not specified,Unaccompanied,Accountants,Secondary / secondary special,Municipal apartment,block of flats,SUNDAY,Panel,Working,Business Entity Type 3
159,301227,0,0,1,1,121500,407727,23535,333000,0,-17424,-1352,-6808,-966,9,1,1,0,1,0,0,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,-917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Married,F,reg oper account,Unaccompanied,Accountants,Secondary / secondary special,House / apartment,block of flats,FRIDAY,Panel,State servant,Other
